any,municipi,concepte,estat,valor
2022,Sant Quintí de Mediona,renda mitjana per persona (€),,12704
2022,Sant Quirze de Besora,població ocupada (%),,73
2022,Sant Quirze de Besora,treballadors de baixa qualificació (%),,18.1
2022,Sant Quirze de Besora,població amb estudis baixos (%),,18.6
2022,Sant Quirze de Besora,població jove sense estudis postobligatoris (%),,33.6
2022,Sant Quirze de Besora,estrangers de països de renda baixa o mitjana (%),,9.7
2022,Sant Quirze de Besora,renda mitjana per persona (€),,15708
2022,Sant Quirze del Vallès,població ocupada (%),,73.1
2022,Sant Quirze del Vallès,treballadors de baixa qualificació (%),,5.5
2022,Sant Quirze del Vallès,població amb estudis baixos (%),,6.9
2022,Sant Quirze del Vallès,població jove sense estudis postobligatoris (%),,11.1
2022,Sant Quirze del Vallès,estrangers de països de renda baixa o mitjana (%),,3.7
2022,Sant Quirze del Vallès,renda mitjana per persona (€),,21007
2022,Sant Quirze Safaja,població ocupada (%),,71.5
2022,Sant Quirze Safaja,treballadors de baixa qualificació (%),.., 
2022,Sant Quirze Safaja,població amb estudis baixos (%),,5.4
2022,Sant Quirze Safaja,població jove sense estudis postobligatoris (%),,13.1
2022,Sant Quirze Safaja,estrangers de països de renda baixa o mitjana (%),,3.7
2022,Sant Quirze Safaja,renda mitjana per persona (€),,20462
2022,Sant Ramon,població ocupada (%),,71.6
2022,Sant Ramon,treballadors de baixa qualificació (%),.., 
2022,Sant Ramon,població amb estudis baixos (%),,18.8
2022,Sant Ramon,població jove sense estudis postobligatoris (%),.., 
2022,Sant Ramon,estrangers de països de renda baixa o mitjana (%),,4.7
2022,Sant Ramon,renda mitjana per persona (€),,15167
2022,Sant Sadurní d'Anoia,població ocupada (%),,72.3
2022,Sant Sadurní d'Anoia,treballadors de baixa qualificació (%),,10.3
2022,Sant Sadurní d'Anoia,població amb estudis baixos (%),,14.1
2022,Sant Sadurní d'Anoia,població jove sense estudis postobligatoris (%),,18
2022,Sant Sadurní d'Anoia,estrangers de països de renda baixa o mitjana (%),,7.6
2022,Sant Sadurní d'Anoia,renda mitjana per persona (€),,16547
2022,Sant Sadurní d'Osormort,població ocupada (%),,71.7
2022,Sant Sadurní d'Osormort,treballadors de baixa qualificació (%),.., 
2022,Sant Sadurní d'Osormort,població amb estudis baixos (%),,7.5
2022,Sant Sadurní d'Osormort,població jove sense estudis postobligatoris (%),.., 
2022,Sant Sadurní d'Osormort,estrangers de països de renda baixa o mitjana (%),,7.7
2022,Sant Sadurní d'Osormort,renda mitjana per persona (€),.., 
2022,Sant Salvador de Guardiola,població ocupada (%),,72
2022,Sant Salvador de Guardiola,treballadors de baixa qualificació (%),,10.5
2022,Sant Salvador de Guardiola,població amb estudis baixos (%),,10.3
2022,Sant Salvador de Guardiola,població jove sense estudis postobligatoris (%),,22.9
2022,Sant Salvador de Guardiola,estrangers de països de renda baixa o mitjana (%),,2.3
2022,Sant Salvador de Guardiola,renda mitjana per persona (€),,15336
2022,Sant Vicenç de Castellet,població ocupada (%),,63.4
2022,Sant Vicenç de Castellet,treballadors de baixa qualificació (%),,15.4
2022,Sant Vicenç de Castellet,població amb estudis baixos (%),,18.4
2022,Sant Vicenç de Castellet,població jove sense estudis postobligatoris (%),,33.9
2022,Sant Vicenç de Castellet,estrangers de països de renda baixa o mitjana (%),,11.9
2022,Sant Vicenç de Castellet,renda mitjana per persona (€),,13399
2022,Sant Vicenç de Montalt,població ocupada (%),,64.6
2022,Sant Vicenç de Montalt,treballadors de baixa qualificació (%),,5
2022,Sant Vicenç de Montalt,població amb estudis baixos (%),,7.2
2022,Sant Vicenç de Montalt,població jove sense estudis postobligatoris (%),,11.4
2022,Sant Vicenç de Montalt,estrangers de països de renda baixa o mitjana (%),,6
2022,Sant Vicenç de Montalt,renda mitjana per persona (€),,21419
2022,Sant Vicenç de Torelló,població ocupada (%),,74.5
2022,Sant Vicenç de Torelló,treballadors de baixa qualificació (%),,14.9
2022,Sant Vicenç de Torelló,població amb estudis baixos (%),,13.3
2022,Sant Vicenç de Torelló,població jove sense estudis postobligatoris (%),,21.4
2022,Sant Vicenç de Torelló,estrangers de països de renda baixa o mitjana (%),,4.7
2022,Sant Vicenç de Torelló,renda mitjana per persona (€),,16621
2022,Sant Vicenç dels Horts,població ocupada (%),,67.3
2022,Sant Vicenç dels Horts,treballadors de baixa qualificació (%),,12.9
2022,Sant Vicenç dels Horts,població amb estudis baixos (%),,15.9
2022,Sant Vicenç dels Horts,població jove sense estudis postobligatoris (%),,25.1
2022,Sant Vicenç dels Horts,estrangers de països de renda baixa o mitjana (%),,7.2
2022,Sant Vicenç dels Horts,renda mitjana per persona (€),,14167
2022,Santa Bàrbara,població ocupada (%),,63
2022,Santa Bàrbara,treballadors de baixa qualificació (%),,16.8
2022,Santa Bàrbara,població amb estudis baixos (%),,19.4
2022,Santa Bàrbara,població jove sense estudis postobligatoris (%),,32.9
2022,Santa Bàrbara,estrangers de països de renda baixa o mitjana (%),,13.4
2022,Santa Bàrbara,renda mitjana per persona (€),,11567
2022,Santa Cecília de Voltregà,població ocupada (%),,81
2022,Santa Cecília de Voltregà,treballadors de baixa qualificació (%),.., 
2022,Santa Cecília de Voltregà,població amb estudis baixos (%),,10.3
2022,Santa Cecília de Voltregà,població jove sense estudis postobligatoris (%),.., 
2022,Santa Cecília de Voltregà,estrangers de països de renda baixa o mitjana (%),,0
2022,Santa Cecília de Voltregà,renda mitjana per persona (€),,21404
2022,Santa Coloma de Cervelló,població ocupada (%),,75
2022,Santa Coloma de Cervelló,treballadors de baixa qualificació (%),,7.1
2022,Santa Coloma de Cervelló,població amb estudis baixos (%),,9.9
2022,Santa Coloma de Cervelló,població jove sense estudis postobligatoris (%),,12.6
2022,Santa Coloma de Cervelló,estrangers de països de renda baixa o mitjana (%),,2.8
2022,Santa Coloma de Cervelló,renda mitjana per persona (€),,17136
2022,Santa Coloma de Farners,població ocupada (%),,68.6
2022,Santa Coloma de Farners,treballadors de baixa qualificació (%),,17.2
2022,Santa Coloma de Farners,població amb estudis baixos (%),,20.6
2022,Santa Coloma de Farners,població jove sense estudis postobligatoris (%),,39.2
2022,Santa Coloma de Farners,estrangers de països de renda baixa o mitjana (%),,20.3
2022,Santa Coloma de Farners,renda mitjana per persona (€),,13827
2022,Santa Coloma de Gramenet,població ocupada (%),,63.5
2022,Santa Coloma de Gramenet,treballadors de baixa qualificació (%),,16.6
2022,Santa Coloma de Gramenet,població amb estudis baixos (%),,22.5
2022,Santa Coloma de Gramenet,població jove sense estudis postobligatoris (%),,38.3
2022,Santa Coloma de Gramenet,estrangers de països de renda baixa o mitjana (%),,20.4
2022,Santa Coloma de Gramenet,renda mitjana per persona (€),,11872
2022,Santa Coloma de Queralt,població ocupada (%),,69.6
2022,Santa Coloma de Queralt,treballadors de baixa qualificació (%),,12
2022,Santa Coloma de Queralt,població amb estudis baixos (%),,14
2022,Santa Coloma de Queralt,població jove sense estudis postobligatoris (%),,27.1
2022,Santa Coloma de Queralt,estrangers de països de renda baixa o mitjana (%),,10.1
2022,Santa Coloma de Queralt,renda mitjana per persona (€),,14256
2022,Santa Cristina d'Aro,població ocupada (%),,66.7
2022,Santa Cristina d'Aro,treballadors de baixa qualificació (%),,12.4
2022,Santa Cristina d'Aro,població amb estudis baixos (%),,11.7
2022,Santa Cristina d'Aro,població jove sense estudis postobligatoris (%),,27
2022,Santa Cristina d'Aro,estrangers de països de renda baixa o mitjana (%),,8.6
2022,Santa Cristina d'Aro,renda mitjana per persona (€),,15662
2022,Santa Eugènia de Berga,població ocupada (%),,78.2
2022,Santa Eugènia de Berga,treballadors de baixa qualificació (%),,15.6
2022,Santa Eugènia de Berga,població amb estudis baixos (%),,15.8
2022,Santa Eugènia de Berga,població jove sense estudis postobligatoris (%),,26.3
2022,Santa Eugènia de Berga,estrangers de països de renda baixa o mitjana (%),,8
2022,Santa Eugènia de Berga,renda mitjana per persona (€),,15475
2022,Santa Eulàlia de Riuprimer,població ocupada (%),,78.2
2022,Santa Eulàlia de Riuprimer,treballadors de baixa qualificació (%),,10.4
2022,Santa Eulàlia de Riuprimer,població amb estudis baixos (%),,11.2
2022,Santa Eulàlia de Riuprimer,població jove sense estudis postobligatoris (%),,15.3
2022,Santa Eulàlia de Riuprimer,estrangers de països de renda baixa o mitjana (%),,3.1
2022,Santa Eulàlia de Riuprimer,renda mitjana per persona (€),,16023
2022,Santa Eulàlia de Ronçana,població ocupada (%),,72.7
2022,Santa Eulàlia de Ronçana,treballadors de baixa qualificació (%),,10.1
2022,Santa Eulàlia de Ronçana,població amb estudis baixos (%),,11.9
2022,Santa Eulàlia de Ronçana,població jove sense estudis postobligatoris (%),,21.2
2022,Santa Eulàlia de Ronçana,estrangers de països de renda baixa o mitjana (%),,3.1
2022,Santa Eulàlia de Ronçana,renda mitjana per persona (€),,16084
2022,Santa Fe del Penedès,població ocupada (%),,73.8
2022,Santa Fe del Penedès,treballadors de baixa qualificació (%),.., 
2022,Santa Fe del Penedès,població amb estudis baixos (%),,11.8
2022,Santa Fe del Penedès,població jove sense estudis postobligatoris (%),.., 
2022,Santa Fe del Penedès,estrangers de països de renda baixa o mitjana (%),,4.9
2022,Santa Fe del Penedès,renda mitjana per persona (€),,16084
2022,Santa Llogaia d'Àlguema,població ocupada (%),,70.9
2022,Santa Llogaia d'Àlguema,treballadors de baixa qualificació (%),.., 
2022,Santa Llogaia d'Àlguema,població amb estudis baixos (%),,6.6
2022,Santa Llogaia d'Àlguema,població jove sense estudis postobligatoris (%),.., 
2022,Santa Llogaia d'Àlguema,estrangers de països de renda baixa o mitjana (%),,5.2
2022,Santa Llogaia d'Àlguema,renda mitjana per persona (€),,10774
2022,Santa Margarida de Montbui,població ocupada (%),,63.1
2022,Santa Margarida de Montbui,treballadors de baixa qualificació (%),,16
2022,Santa Margarida de Montbui,població amb estudis baixos (%),,19.3
2022,Santa Margarida de Montbui,població jove sense estudis postobligatoris (%),,38.3
2022,Santa Margarida de Montbui,estrangers de països de renda baixa o mitjana (%),,11.1
2022,Santa Margarida de Montbui,renda mitjana per persona (€),,11910
2022,Santa Margarida i els Monjos,població ocupada (%),,66.8
2022,Santa Margarida i els Monjos,treballadors de baixa qualificació (%),,14.4
2022,Santa Margarida i els Monjos,població amb estudis baixos (%),,15.2
2022,Santa Margarida i els Monjos,població jove sense estudis postobligatoris (%),,33.1
2022,Santa Margarida i els Monjos,estrangers de països de renda baixa o mitjana (%),,11.3
2022,Santa Margarida i els Monjos,renda mitjana per persona (€),,13291
2022,Santa Maria d'Oló,població ocupada (%),,76.7
2022,Santa Maria d'Oló,treballadors de baixa qualificació (%),,10.2
2022,Santa Maria d'Oló,població amb estudis baixos (%),,15.5
2022,Santa Maria d'Oló,població jove sense estudis postobligatoris (%),,23.5
2022,Santa Maria d'Oló,estrangers de països de renda baixa o mitjana (%),,4.2
2022,Santa Maria d'Oló,renda mitjana per persona (€),,15085
2022,Santa Maria de Besora,població ocupada (%),,70.2
2022,Santa Maria de Besora,treballadors de baixa qualificació (%),.., 
2022,Santa Maria de Besora,població amb estudis baixos (%),,8.9
2022,Santa Maria de Besora,població jove sense estudis postobligatoris (%),.., 
2022,Santa Maria de Besora,estrangers de països de renda baixa o mitjana (%),,2.5
2022,Santa Maria de Besora,renda mitjana per persona (€),,15143
2022,Santa Maria de Martorelles,població ocupada (%),,75.2
2022,Santa Maria de Martorelles,treballadors de baixa qualificació (%),.., 
2022,Santa Maria de Martorelles,població amb estudis baixos (%),,10.1
2022,Santa Maria de Martorelles,població jove sense estudis postobligatoris (%),,15.2
2022,Santa Maria de Martorelles,estrangers de països de renda baixa o mitjana (%),,1.7
2022,Santa Maria de Martorelles,renda mitjana per persona (€),,16899
2022,Santa Maria de Merlès,població ocupada (%),,78.6
2022,Santa Maria de Merlès,treballadors de baixa qualificació (%),.., 
2022,Santa Maria de Merlès,població amb estudis baixos (%),,10.3
2022,Santa Maria de Merlès,població jove sense estudis postobligatoris (%),.., 
2022,Santa Maria de Merlès,estrangers de països de renda baixa o mitjana (%),,1.1
2022,Santa Maria de Merlès,renda mitjana per persona (€),,15947
2022,Santa Maria de Miralles,població ocupada (%),,75.2
2022,Santa Maria de Miralles,treballadors de baixa qualificació (%),.., 
2022,Santa Maria de Miralles,població amb estudis baixos (%),,11.7
2022,Santa Maria de Miralles,població jove sense estudis postobligatoris (%),.., 
2022,Santa Maria de Miralles,estrangers de països de renda baixa o mitjana (%),,0.7
2022,Santa Maria de Miralles,renda mitjana per persona (€),,15623
2022,Santa Maria de Palautordera,població ocupada (%),,69.3
2022,Santa Maria de Palautordera,treballadors de baixa qualificació (%),,11.4
2022,Santa Maria de Palautordera,població amb estudis baixos (%),,12.5
2022,Santa Maria de Palautordera,població jove sense estudis postobligatoris (%),,18.6
2022,Santa Maria de Palautordera,estrangers de països de renda baixa o mitjana (%),,6.8
2022,Santa Maria de Palautordera,renda mitjana per persona (€),,15460
2022,Santa Oliva,població ocupada (%),,61.1
2022,Santa Oliva,treballadors de baixa qualificació (%),,14.8
2022,Santa Oliva,població amb estudis baixos (%),,17.4
2022,Santa Oliva,població jove sense estudis postobligatoris (%),,33.4
2022,Santa Oliva,estrangers de països de renda baixa o mitjana (%),,8.7
2022,Santa Oliva,renda mitjana per persona (€),,11967
2022,Santa Pau,població ocupada (%),,73.6
2022,Santa Pau,treballadors de baixa qualificació (%),,9.1
2022,Santa Pau,població amb estudis baixos (%),,9.9
2022,Santa Pau,població jove sense estudis postobligatoris (%),,10.6
2022,Santa Pau,estrangers de països de renda baixa o mitjana (%),,2.4
2022,Santa Pau,renda mitjana per persona (€),,16979
2022,Santa Perpètua de Mogoda,població ocupada (%),,68.7
2022,Santa Perpètua de Mogoda,treballadors de baixa qualificació (%),,14
2022,Santa Perpètua de Mogoda,població amb estudis baixos (%),,14.6
2022,Santa Perpètua de Mogoda,població jove sense estudis postobligatoris (%),,24.9
2022,Santa Perpètua de Mogoda,estrangers de països de renda baixa o mitjana (%),,9
2022,Santa Perpètua de Mogoda,renda mitjana per persona (€),,14691
2022,Santa Susanna,població ocupada (%),,66
2022,Santa Susanna,treballadors de baixa qualificació (%),,8.2
2022,Santa Susanna,població amb estudis baixos (%),,10.1
2022,Santa Susanna,població jove sense estudis postobligatoris (%),,25
2022,Santa Susanna,estrangers de països de renda baixa o mitjana (%),,8.4
2022,Santa Susanna,renda mitjana per persona (€),,14457
2022,Santpedor,població ocupada (%),,75
2022,Santpedor,treballadors de baixa qualificació (%),,9
2022,Santpedor,població amb estudis baixos (%),,11.7
2022,Santpedor,població jove sense estudis postobligatoris (%),,16.1
2022,Santpedor,estrangers de països de renda baixa o mitjana (%),,3.9
2022,Santpedor,renda mitjana per persona (€),,16719
2022,Sarral,població ocupada (%),,67.3
2022,Sarral,treballadors de baixa qualificació (%),,15.6
2022,Sarral,població amb estudis baixos (%),,17.7
2022,Sarral,població jove sense estudis postobligatoris (%),,23.8
2022,Sarral,estrangers de països de renda baixa o mitjana (%),,15.8
2022,Sarral,renda mitjana per persona (€),,13291
2022,Sarrià de Ter,població ocupada (%),,77.6
2022,Sarrià de Ter,treballadors de baixa qualificació (%),,10.1
2022,Sarrià de Ter,població amb estudis baixos (%),,11.9
2022,Sarrià de Ter,població jove sense estudis postobligatoris (%),,23.4
2022,Sarrià de Ter,estrangers de països de renda baixa o mitjana (%),,6.5
2022,Sarrià de Ter,renda mitjana per persona (€),,15133
2022,Sarroca de Bellera,població ocupada (%),,75.9
2022,Sarroca de Bellera,treballadors de baixa qualificació (%),.., 
2022,Sarroca de Bellera,població amb estudis baixos (%),,16.7
2022,Sarroca de Bellera,població jove sense estudis postobligatoris (%),.., 
2022,Sarroca de Bellera,estrangers de països de renda baixa o mitjana (%),,3.5
2022,Sarroca de Bellera,renda mitjana per persona (€),,19404
2022,Sarroca de Lleida,població ocupada (%),,73
2022,Sarroca de Lleida,treballadors de baixa qualificació (%),.., 
2022,Sarroca de Lleida,població amb estudis baixos (%),,17.8
2022,Sarroca de Lleida,població jove sense estudis postobligatoris (%),.., 
2022,Sarroca de Lleida,estrangers de països de renda baixa o mitjana (%),,3.8
2022,Sarroca de Lleida,renda mitjana per persona (€),,12699
2022,"Saus, Camallera i Llampaies",població ocupada (%),,69.7
2022,"Saus, Camallera i Llampaies",treballadors de baixa qualificació (%),.., 
2022,"Saus, Camallera i Llampaies",població amb estudis baixos (%),,13.7
2022,"Saus, Camallera i Llampaies",població jove sense estudis postobligatoris (%),,28.4
2022,"Saus, Camallera i Llampaies",estrangers de països de renda baixa o mitjana (%),,6.9
2022,"Saus, Camallera i Llampaies",renda mitjana per persona (€),,16140
2022,Savallà del Comtat,població ocupada (%),,64.4
2022,Savallà del Comtat,treballadors de baixa qualificació (%),.., 
2022,Savallà del Comtat,població amb estudis baixos (%),,12
2022,Savallà del Comtat,població jove sense estudis postobligatoris (%),.., 
2022,Savallà del Comtat,estrangers de països de renda baixa o mitjana (%),,1.9
2022,Savallà del Comtat,renda mitjana per persona (€),,17869
2022,"Secuita, la",població ocupada (%),,70.3
2022,"Secuita, la",treballadors de baixa qualificació (%),,8.6
2022,"Secuita, la",població amb estudis baixos (%),,9.6
2022,"Secuita, la",població jove sense estudis postobligatoris (%),,19.9
2022,"Secuita, la",estrangers de països de renda baixa o mitjana (%),,6.9
2022,"Secuita, la",renda mitjana per persona (€),,16129
2022,"Selva de Mar, la",població ocupada (%),,60.8
2022,"Selva de Mar, la",treballadors de baixa qualificació (%),.., 
2022,"Selva de Mar, la",població amb estudis baixos (%),,14.2
2022,"Selva de Mar, la",població jove sense estudis postobligatoris (%),.., 
2022,"Selva de Mar, la",estrangers de països de renda baixa o mitjana (%),,5.9
2022,"Selva de Mar, la",renda mitjana per persona (€),,14785
2022,"Selva del Camp, la",població ocupada (%),,71.1
2022,"Selva del Camp, la",treballadors de baixa qualificació (%),,10.7
2022,"Selva del Camp, la",població amb estudis baixos (%),,9.4
2022,"Selva del Camp, la",població jove sense estudis postobligatoris (%),,22.3
2022,"Selva del Camp, la",estrangers de països de renda baixa o mitjana (%),,5.8
2022,"Selva del Camp, la",renda mitjana per persona (€),,14714
2022,Senan,població ocupada (%),,63.1
2022,Senan,treballadors de baixa qualificació (%),.., 
2022,Senan,població amb estudis baixos (%),,5.4
2022,Senan,població jove sense estudis postobligatoris (%),.., 
2022,Senan,estrangers de països de renda baixa o mitjana (%),,0
2022,Senan,renda mitjana per persona (€),.., 
2022,"Sénia, la",població ocupada (%),,54.2
2022,"Sénia, la",treballadors de baixa qualificació (%),,14.7
2022,"Sénia, la",població amb estudis baixos (%),,15.4
2022,"Sénia, la",població jove sense estudis postobligatoris (%),,28.6
2022,"Sénia, la",estrangers de països de renda baixa o mitjana (%),,17.5
2022,"Sénia, la",renda mitjana per persona (€),,11655
2022,Senterada,població ocupada (%),,51.7
2022,Senterada,treballadors de baixa qualificació (%),.., 
2022,Senterada,població amb estudis baixos (%),,13.1
2022,Senterada,població jove sense estudis postobligatoris (%),.., 
2022,Senterada,estrangers de països de renda baixa o mitjana (%),,10
2022,Senterada,renda mitjana per persona (€),,15197
2022,"Sentiu de Sió, la",població ocupada (%),,68.1
2022,"Sentiu de Sió, la",treballadors de baixa qualificació (%),.., 
2022,"Sentiu de Sió, la",població amb estudis baixos (%),,6.7
2022,"Sentiu de Sió, la",població jove sense estudis postobligatoris (%),.., 
2022,"Sentiu de Sió, la",estrangers de països de renda baixa o mitjana (%),,1
2022,"Sentiu de Sió, la",renda mitjana per persona (€),,15701
2022,Sentmenat,població ocupada (%),,74.3
2022,Sentmenat,treballadors de baixa qualificació (%),,12.2
2022,Sentmenat,població amb estudis baixos (%),,10.8
2022,Sentmenat,població jove sense estudis postobligatoris (%),,20.1
2022,Sentmenat,estrangers de països de renda baixa o mitjana (%),,5.1
2022,Sentmenat,renda mitjana per persona (€),,15341
2022,Serinyà,població ocupada (%),,74.9
2022,Serinyà,treballadors de baixa qualificació (%),,9.5
2022,Serinyà,població amb estudis baixos (%),,5.4
2022,Serinyà,població jove sense estudis postobligatoris (%),,22
2022,Serinyà,estrangers de països de renda baixa o mitjana (%),,5.1
2022,Serinyà,renda mitjana per persona (€),,14797
2022,Seròs,població ocupada (%),,64.1
2022,Seròs,treballadors de baixa qualificació (%),,28.9
2022,Seròs,població amb estudis baixos (%),,27.2
2022,Seròs,població jove sense estudis postobligatoris (%),,44.6
2022,Seròs,estrangers de països de renda baixa o mitjana (%),,27.4
2022,Seròs,renda mitjana per persona (€),,11527
2022,Serra de Daró,població ocupada (%),,71.1
2022,Serra de Daró,treballadors de baixa qualificació (%),.., 
2022,Serra de Daró,població amb estudis baixos (%),,4.8
2022,Serra de Daró,població jove sense estudis postobligatoris (%),.., 
2022,Serra de Daró,estrangers de països de renda baixa o mitjana (%),,6.5
2022,Serra de Daró,renda mitjana per persona (€),,16189
2022,Setcases,població ocupada (%),,75.7
2022,Setcases,treballadors de baixa qualificació (%),.., 
2022,Setcases,població amb estudis baixos (%),,7.4
2022,Setcases,població jove sense estudis postobligatoris (%),.., 
2022,Setcases,estrangers de països de renda baixa o mitjana (%),,10
2022,Setcases,renda mitjana per persona (€),,16913
2022,"Seu d'Urgell, la",població ocupada (%),,53.3
2022,"Seu d'Urgell, la",treballadors de baixa qualificació (%),,17.4
2022,"Seu d'Urgell, la",població amb estudis baixos (%),,14.3
2022,"Seu d'Urgell, la",població jove sense estudis postobligatoris (%),,27
2022,"Seu d'Urgell, la",estrangers de països de renda baixa o mitjana (%),,9
2022,"Seu d'Urgell, la",renda mitjana per persona (€),,12055
2022,Seva,població ocupada (%),,74.1
2022,Seva,treballadors de baixa qualificació (%),,12.4
2022,Seva,població amb estudis baixos (%),,9.4
2022,Seva,població jove sense estudis postobligatoris (%),,16.6
2022,Seva,estrangers de països de renda baixa o mitjana (%),,4.9
2022,Seva,renda mitjana per persona (€),,17388
2022,Sidamon,població ocupada (%),,71.9
2022,Sidamon,treballadors de baixa qualificació (%),.., 
2022,Sidamon,població amb estudis baixos (%),,12.3
2022,Sidamon,població jove sense estudis postobligatoris (%),,18.9
2022,Sidamon,estrangers de països de renda baixa o mitjana (%),,8.5
2022,Sidamon,renda mitjana per persona (€),,14210
2022,Sils,població ocupada (%),,71.2
2022,Sils,treballadors de baixa qualificació (%),,14.9
2022,Sils,població amb estudis baixos (%),,15.4
2022,Sils,població jove sense estudis postobligatoris (%),,33.2
2022,Sils,estrangers de països de renda baixa o mitjana (%),,11.2
2022,Sils,renda mitjana per persona (€),,14044
2022,Sitges,població ocupada (%),,60.2
2022,Sitges,treballadors de baixa qualificació (%),,5.9
2022,Sitges,població amb estudis baixos (%),,7.7
2022,Sitges,població jove sense estudis postobligatoris (%),,14.5
2022,Sitges,estrangers de països de renda baixa o mitjana (%),,8.6
2022,Sitges,renda mitjana per persona (€),,19698
2022,Siurana,població ocupada (%),,73.1
2022,Siurana,treballadors de baixa qualificació (%),.., 
2022,Siurana,població amb estudis baixos (%),,4.1
2022,Siurana,població jove sense estudis postobligatoris (%),.., 
2022,Siurana,estrangers de països de renda baixa o mitjana (%),,8.4
2022,Siurana,renda mitjana per persona (€),,17981
2022,Sobremunt,població ocupada (%),,66.7
2022,Sobremunt,treballadors de baixa qualificació (%),.., 
2022,Sobremunt,població amb estudis baixos (%),,14.3
2022,Sobremunt,població jove sense estudis postobligatoris (%),.., 
2022,Sobremunt,estrangers de països de renda baixa o mitjana (%),,7.3
2022,Sobremunt,renda mitjana per persona (€),.., 
2022,"Soleràs, el",població ocupada (%),,66.5
2022,"Soleràs, el",treballadors de baixa qualificació (%),.., 
2022,"Soleràs, el",població amb estudis baixos (%),,24.7
2022,"Soleràs, el",població jove sense estudis postobligatoris (%),.., 
2022,"Soleràs, el",estrangers de països de renda baixa o mitjana (%),,14.4
2022,"Soleràs, el",renda mitjana per persona (€),,12113
2022,Solivella,població ocupada (%),,75.1
2022,Solivella,treballadors de baixa qualificació (%),.., 
2022,Solivella,població amb estudis baixos (%),,19.3
2022,Solivella,població jove sense estudis postobligatoris (%),,14.3
2022,Solivella,estrangers de països de renda baixa o mitjana (%),,3.5
2022,Solivella,renda mitjana per persona (€),,15643
2022,Solsona,població ocupada (%),,69.4
2022,Solsona,treballadors de baixa qualificació (%),,17.4
2022,Solsona,població amb estudis baixos (%),,18.4
2022,Solsona,població jove sense estudis postobligatoris (%),,26.8
2022,Solsona,estrangers de països de renda baixa o mitjana (%),,14.4
2022,Solsona,renda mitjana per persona (€),,13536
2022,Sora,població ocupada (%),,79.6
2022,Sora,treballadors de baixa qualificació (%),.., 
2022,Sora,població amb estudis baixos (%),,12.1
2022,Sora,població jove sense estudis postobligatoris (%),.., 
2022,Sora,estrangers de països de renda baixa o mitjana (%),,2.7
2022,Sora,renda mitjana per persona (€),,14343
2022,Soriguera,població ocupada (%),,70.2
2022,Soriguera,treballadors de baixa qualificació (%),.., 
2022,Soriguera,població amb estudis baixos (%),,9.2
2022,Soriguera,població jove sense estudis postobligatoris (%),.., 
2022,Soriguera,estrangers de països de renda baixa o mitjana (%),,2.5
2022,Soriguera,renda mitjana per persona (€),,14209
2022,Sort,població ocupada (%),,70.4
2022,Sort,treballadors de baixa qualificació (%),,15.1
2022,Sort,població amb estudis baixos (%),,12
2022,Sort,població jove sense estudis postobligatoris (%),,12.7
2022,Sort,estrangers de països de renda baixa o mitjana (%),,9.5
2022,Sort,renda mitjana per persona (€),,15021
2022,Soses,població ocupada (%),,75.3
2022,Soses,treballadors de baixa qualificació (%),,39.1
2022,Soses,població amb estudis baixos (%),,17.8
2022,Soses,població jove sense estudis postobligatoris (%),,39.8
2022,Soses,estrangers de països de renda baixa o mitjana (%),,27.2
2022,Soses,renda mitjana per persona (€),,12581
2022,Subirats,població ocupada (%),,71.6
2022,Subirats,treballadors de baixa qualificació (%),,9.6
2022,Subirats,població amb estudis baixos (%),,12.8
2022,Subirats,població jove sense estudis postobligatoris (%),,17.9
2022,Subirats,estrangers de països de renda baixa o mitjana (%),,3.7
2022,Subirats,renda mitjana per persona (€),,15442
2022,Sudanell,població ocupada (%),,69.6
2022,Sudanell,treballadors de baixa qualificació (%),.., 
2022,Sudanell,població amb estudis baixos (%),,17.1
2022,Sudanell,població jove sense estudis postobligatoris (%),,23.1
2022,Sudanell,estrangers de països de renda baixa o mitjana (%),,12.2
2022,Sudanell,renda mitjana per persona (€),,14314
2022,Sunyer,població ocupada (%),,77.5
2022,Sunyer,treballadors de baixa qualificació (%),.., 
2022,Sunyer,població amb estudis baixos (%),,15.2
2022,Sunyer,població jove sense estudis postobligatoris (%),.., 
2022,Sunyer,estrangers de països de renda baixa o mitjana (%),,20.2
2022,Sunyer,renda mitjana per persona (€),,13861
2022,Súria,població ocupada (%),,62.4
2022,Súria,treballadors de baixa qualificació (%),,11.9
2022,Súria,població amb estudis baixos (%),,16.3
2022,Súria,població jove sense estudis postobligatoris (%),,26.1
2022,Súria,estrangers de països de renda baixa o mitjana (%),,8.3
2022,Súria,renda mitjana per persona (€),,15571
2022,Susqueda,població ocupada (%),,66.5
2022,Susqueda,treballadors de baixa qualificació (%),.., 
2022,Susqueda,població amb estudis baixos (%),,3.6
2022,Susqueda,població jove sense estudis postobligatoris (%),.., 
2022,Susqueda,estrangers de països de renda baixa o mitjana (%),,8.4
2022,Susqueda,renda mitjana per persona (€),.., 
2022,Tagamanent,població ocupada (%),,71.4
2022,Tagamanent,treballadors de baixa qualificació (%),.., 
2022,Tagamanent,població amb estudis baixos (%),,6.2
2022,Tagamanent,població jove sense estudis postobligatoris (%),.., 
2022,Tagamanent,estrangers de països de renda baixa o mitjana (%),,5.8
2022,Tagamanent,renda mitjana per persona (€),,16004
2022,Talamanca,població ocupada (%),,64.6
