IDEQUIPAMENT,ALIES,NOM,CATEGORIA,VIA,SUFIX_VIA,NUM,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,UTMX,UTMY,LONGITUD,LATITUD,DATA_MODIFICACIO,PROPIETATS,Georeferència
3622711,Institut Guttmann,Institut Guttmann,Salut|Centres sanitaris|3. Hospitals|,"CT DE CANYET, S/N",ct.,S/N,8916,BADALONA,80155,BARCELONES,"436,338.12","4,592,142.47",2.23749876,41.47836106,11/11/2025 01:10:31 PM,Horari|Atenció d'urgències a l'Hospital Universitari Germans Trias i Pujol.,POINT (2.23749876 41.47836106)
3622216,Hospital Comarcal Sant Antoni Abat,Hospital Comarcal Sant Antoni Abat,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR SANT JOSEP, 21-23",cr.,21-23,8800,VILANOVA I LA GELTRÚ,83073,GARRAF,"392,958.59","4,564,933.07",1.722824895,41.228711554,11/11/2025 01:10:31 PM,Horari|De 8 a 21 h.,POINT (1.722824895 41.228711554)
3621700,Hospital Universitari Sagrat Cor,Hospital Universitari Sagrat Cor,Salut|Centres sanitaris|3. Hospitals|,"CR VILADOMAT, 288",cr.,288,8029,BARCELONA,80193,BARCELONES,"428,552.74","4,582,267.61",2.145427211,41.388766715,11/11/2025 01:10:31 PM,"Horari|Urgències i emergències 24 hores al CUAP Sagart Cor, en el mateix centre.",POINT (2.145427211 41.388766715)
33616303,ASSIR CAP Pineda de Mar,ASSIR CAP Pineda de Mar,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR TARRAGONA, 49",cr.,49,8397,PINEDA DE MAR,81635,MARESME,"474,031.85","4,607,804.38",2.688282149,41.621538391,11/11/2025 01:10:31 PM,,POINT (2.688282149 41.621538391)
3620910,CAP El Pont de Suert,CAP El Pont de Suert,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR CANALETA, S/N",cr.,S/N,25520,EL PONT DE SUERT,251734,ALTA RIBAGORÇA,"314,029.58","4,697,215.71",0.740126457,42.404975382,11/11/2025 01:10:32 PM,Horari|24 hores. En cas d'urgència truqueu al 061 Salut Respon,POINT (0.740126457 42.404975382)
3622227,Consultori local Arenys de Munt,Consultori local Arenys de Munt,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV DEL REMEI, S/N",av.,S/N,8358,ARENYS DE MUNT,80076,MARESME,"461,524.15","4,606,518.15",2.538228084,41.609448206,11/11/2025 01:10:31 PM,Horari|de dl. a dv. de 8 a 20 hores. Fora d'aquest horari trucar al 061 CatSalut Respon o adreceu-vos al CAP Arenys de Mar,POINT (2.538228084 41.609448206)
3620191,PADES Móra d'Ebre,PADES Móra d'Ebre,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR BENET MESSEGUER, S/N",cr.,S/N,43740,MÓRA D'EBRE,430939,RIBERA D'EBRE,"301,590.75","4,552,059.24",0.637511988,41.095599938,11/11/2025 01:10:31 PM,,POINT (0.6375119880000001 41.095599938)
14142568,Clínica Mi NovAliança,Clínica Mi NovAliança,Salut|Centres sanitaris|3. Hospitals|,"AV PRAT DE LA RIBA, 79-81",av.,79-81,25004,LLEIDA,251207,SEGRIA,"302,259.10","4,610,551.94",0.626402825,41.622196699,11/11/2025 01:10:31 PM,Horari|Atenció d'urgències al CUAP Lleida o a l'Hospital Universitari Arnau de Vilanova.,POINT (0.626402825 41.622196699)
3622690,CAP Martí i Julià,CAP Martí i Julià,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR MARTÍ I JULIÀ, 11-19",cr.,11-19,8911,BADALONA,80155,BARCELONES,"437,863.76","4,589,528.97",2.256039551,41.454941581,11/11/2025 01:10:32 PM,"Horari|de dl. a dv. de 8 a 20 h i ds. de 9 a 17 h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreceu-vos al CUAP Badalona (obert 24 hores) o a l'Hospital Municipal de Badalona.",POINT (2.256039551 41.454941581)
3620895,Hospital de dia sociosanitari Alt Urgell,Hospital de dia sociosanitari Alt Urgell,Salut|Centres sanitaris|4. Centres sociosanitaris|,"PS JOAN BRUDIEU, 8",ps.,8,25700,LA SEU D'URGELL,252038,ALT URGELL,"373,243.10","4,690,326.71",1.460881217,42.354881569,11/11/2025 01:10:31 PM,,POINT (1.460881217 42.354881569)
3620775,CAP Oliana,CAP Oliana,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR GIRONA, 8",cr.,8,25790,OLIANA,251497,ALT URGELL,"360,421.00","4,658,610.45",1.312871991,42.067163664,11/11/2025 01:10:32 PM,"Horari|De dl. a dv., de 8 a 20 h, ds., de 10 a 14 h i dg. i festius, de 12 a 14 h. Fora d'aquest horari truqueu al 061 Salut Respon",POINT (1.312871991 42.067163664)
33615849,ASSIR CAP Roses,ASSIR CAP Roses,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CT DE MAS OLIVA, 23",ct.,23,17480,ROSES,171523,ALT EMPORDA,"514,727.66","4,679,472.81",3.178581784,42.267321946,11/11/2025 01:10:31 PM,"Horari|Llev. 2 dl. al mes, 3 dt. al mes, 4 dc. al mes, 2 dj. al mes. Gine: dt. dc. i dj.  de 9 a 14:30h",POINT (3.178581784 42.267321946)
3621158,Atenció continuada CAP Tremp,Atenció continuada CAP Tremp,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"CR FRANCESC MACIÀ, 14",cr.,14,25620,TREMP,252347,PALLARS JUSSA,"326,245.24","4,670,256.95",0.896558035,42.165173054,11/11/2025 01:10:31 PM,"Horari|De dl. a dv., de 20 a 8 h i ds., dg. i festius, 24h.",POINT (0.8965580350000001 42.165173054)
3622733,CAP Nord,CAP Nord,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR MERCÈ RODOREDA, 24",cr.,24,8207,SABADELL,81878,VALLES OCCIDENTAL,"423,601.97","4,602,692.09",2.083630764,41.572261431,11/11/2025 01:10:32 PM,"Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreçar-vos al CAP Ca n'Oriac (ds.dg.i festius de 8 a 20 h) o al CUAP Sant Fèlix (obert 24 hores). L'atenció pediàtrica s'atèn al CAP Ca n'Oriac",POINT (2.083630764 41.572261431)
3622842,Hospital de dia de salut mental de l'Hospital de Sabadell,Hospital de dia de salut mental de l'Hospital de Sabadell,Salut|Centres sanitaris|5. Centres de salut mental|,"LL PARC TAULÍ, S/N",ll.,S/N,8208,SABADELL,81878,VALLES OCCIDENTAL,"425,870.84","4,601,038.72",2.111046016,41.557584391,11/11/2025 01:10:31 PM,,POINT (2.111046016 41.557584391)
9223060,CSMIJ Pallars Sobirà,CSMIJ Pallars Sobirà,Salut|Centres sanitaris|5. Centres de salut mental|,"CM DE LA CABANERA, 1",cm.,1,25560,SORT,252094,PALLARS SOBIRA,"345,977.77","4,696,913.61",1.12821297,42.409251177,11/11/2025 01:10:31 PM,,POINT (1.12821297 42.409251177)
3621566,"Hospital Clínic de Barcelona, seu Plató","Hospital Clínic de Barcelona, seu Plató",Salut|Centres sanitaris|3. Hospitals|,"CR PLATÓ, 21",cr.,21,8006,BARCELONA,80193,BARCELONES,"428,326.27","4,583,617.01",2.142559033,41.400900011,11/11/2025 01:10:31 PM,"Horari|Urgències i emergències 24 hores a l'Hospital-CUAP Plató, en el mateix centre.",POINT (2.142559033 41.400900011)
3621168,PADES Pallars,PADES Pallars,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR PAU CASALS, 5",cr.,5,25620,TREMP,252347,PALLARS JUSSA,"326,285.31","4,670,190.10",0.89706272,42.164580316,11/11/2025 01:10:31 PM,,POINT (0.8970627200000001 42.164580316)
3620158,Atenció continuada CAP Flix,Atenció continuada CAP Flix,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"CR MAJOR, 76",cr.,76,43750,FLIX,430607,RIBERA D'EBRE,"294,497.42","4,567,106.08",0.548078007,41.229255333,11/11/2025 01:10:31 PM,Horari|de dl. a dv. de 20 a 8 h. Caps de setmana i festius 24 h.,POINT (0.5480780070000001 41.229255333)
3619615,CAS Lleida. Hospital Universitari Santa Maria,CAS Lleida. Hospital Universitari Santa Maria,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"AV ALCALDE ROVIRA ROURE, 44",av.,44,25198,LLEIDA,251207,SEGRIA,"301,435.45","4,610,668.75",0.616485668,41.623043416,11/11/2025 01:10:32 PM,Horari|De dilluns a divendres de 8 a 15 h.,POINT (0.616485668 41.623043416)
3620122,CAP Campdevànol,CAP Campdevànol,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LLEVANT, 13",cr.,13,17530,CAMPDEVÀNOL,170366,RIPOLLES,"431,357.03","4,674,677.99",2.1682704,42.221262075,11/11/2025 01:10:31 PM,Horari|de dl. a dv. de 8 a 20h. ds. de 9 a 12h. (en el cap Ribes). Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos a l'Hospital de Campdevànol.,POINT (2.1682704 42.221262075)
3619962,Hospital de dia sociosanitari Hospital de la Santa Creu,Hospital de dia sociosanitari Hospital de la Santa Creu,Salut|Centres sanitaris|4. Centres sociosanitaris|,"PS MOSSEN VALLS, 1",ps.,1,43590,TORTOSA,431554,BAIX EBRE,"290,036.08","4,522,592.18",0.510042983,40.827501785,11/11/2025 01:10:31 PM,,POINT (0.5100429830000001 40.827501785)
33609163,ASSIR CAP Sils,ASSIR CAP Sils,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PS SANT COSME I SANT DAMIÀ, S/N",ps.,S/N,17410,SILS,171931,SELVA,"478,536.31","4,628,454.36",2.741608612,41.807667226,11/11/2025 01:10:31 PM,Horari|Gine: dl. de 9 a 14h,POINT (2.7416086120000003 41.807667226)
3621347,Consultori local Es Bòrdes,Consultori local Es Bòrdes,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL JARDÍ, 2",pl.,2,25551,ES BÒRDES,250576,VALL D'ARAN,"314,056.96","4,734,395.19",0.728343387,42.73954938,11/11/2025 01:10:31 PM,"Horari|Dc., de 12:40 a 13:30h. També podeu trucar a la Unitat d'Atenció a l'Usuari al telèfon 973 64 31 46 de dl. a dv., de 8 a 20h i ds., de 9 a 13h. Fora d'aquest horari, per urgències  podeu trucar a l'Espitau Val d'Aran telèfon 973 64 00 04.",POINT (0.728343387 42.73954938)
3622602,Atenció continuada CAP Dr. Joan Planas de Castellbisbal,Atenció continuada CAP Dr. Joan Planas de Castellbisbal,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"AV PAU CASALS, 12",av.,12,8755,CASTELLBISBAL,80543,VALLES OCCIDENTAL,"415,064.70","4,592,085.70",1.982741132,41.475878638,11/11/2025 01:10:31 PM,"Horari|de dl. a dv. de 20 a 24 h, ds., dg. i festius de 8 a 24 h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreceu-vos al CUAP Rubí (obert 24 hores).",POINT (1.9827411320000001 41.475878638)
3622695,CAP El Gorg,CAP El Gorg,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"PL MESTRES MARIA ROSQUELLAS I JOAN ROTGER, 9",pl.,9,8912,BADALONA,80155,BARCELONES,0,0,2.240888,41.4420207,11/11/2025 01:10:35 PM,"Horari|de dl. a dv. de 8 a 20 h (només atenció adults). Fora d'aquest horari, adreceu-vos  al CUAP Badalona o truqueu al 061 Salut Respon.",POINT (2.240888 41.4420207)
3622481,CAP Montgat - Dr. Jardí,CAP Montgat - Dr. Jardí,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SANT ANTONI M. CLARET, S/N",cr.,S/N,8390,MONTGAT,81265,MARESME,"438,841.19","4,590,802.51",2.267612412,41.466487185,11/11/2025 01:10:31 PM,"Horari|de dl. a dv., de 8 a 20 h i ds., de 9 a 17 h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreceu-vos al CUAP Badalona (obert 24 hores) o a l'Hospital Municipal de Badalona",POINT (2.267612412 41.466487185)
33616398,ASSIR CAP Dr. Josep Alsina i Bofill (Palafrugell),ASSIR CAP Dr. Josep Alsina i Bofill (Palafrugell),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR ÀNGEL GUIMERÀ, 6",cr.,6,17200,PALAFRUGELL,171175,BAIX EMPORDA,"513,714.61","4,640,083.85",3.165374004,41.91258425,11/11/2025 01:10:31 PM,Horari|de dl. a dv. de 8 a 20h.,POINT (3.1653740040000002 41.91258425)
18589428,Hospital de dia sociosanitari Cerdanya,Hospital de dia sociosanitari Cerdanya,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CM ANTIC DE LLÍVIA, 17",cm.,17,17520,PUIGCERDÀ,171411,CERDANYA,"412,091.37","4,698,938.67",1.931175663,42.437789402,11/11/2025 01:10:31 PM,,POINT (1.931175663 42.437789402)
3621073,CAP Santa Maria de Palautordera,CAP Santa Maria de Palautordera,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PS DE LA FONT MARTINA, 7A",ps.,7A,8460,SANTA MARIA DE PALAUTORDERA,82592,VALLES ORIENTAL,"453,456.83","4,616,059.95",2.440668374,41.694959504,11/11/2025 01:10:31 PM,"Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari,  truqueu al telèfon 061 Salut Respon.",POINT (2.440668374 41.694959504)
3622347,Consultori local Can Massuet (l'Esmeralda),Consultori local Can Massuet (l'Esmeralda),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV EL FAR, 10",av.,10,8319,DOSRIUS,80752,MARESME,"452,581.33","4,607,828.71",2.430800819,41.620771051,11/11/2025 01:10:31 PM,"Horari|Horari habitual:dl. i dv. de 8 a 14 h, i dc. de 15 a 20 h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreceu-vos al CAP Dr. Gonçal Calvo i Queraltó (Argentona)",POINT (2.430800819 41.620771051)
3620204,Consultori local Bot,Consultori local Bot,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR JOAN AMADES, 7",cr.,7,43785,BOT,430326,TERRA ALTA,"280,076.88","4,543,206.45",0.384744983,41.010400873,11/11/2025 01:10:31 PM,Horari|Obert de 8 a 15h (3 dies visita mèdica i 4 infermera). Fora d'aquest horari adreceu-vos al CAP Gandesa.,POINT (0.384744983 41.010400873)
3619888,CAP La Selva del Camp,CAP La Selva del Camp,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR EL VILAR, 2",cr.,2,43470,LA SELVA DEL CAMP,431457,BAIX CAMP,"343,840.54","4,564,087.58",1.13723418,41.213110252,11/11/2025 01:10:31 PM,Horari|Dilluns a divendres de 8 a 20 h i dissabtes de 8 a 15 h. Fora d'aquest horari atenció continuada al telèfon 061 Salut Respon o al CAP Sant Pere (CUAP).,POINT (1.13723418 41.213110252)
3621024,Consultori local Llívia,Consultori local Llívia,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR RAVAL, 2",cr.,2,17527,LLÍVIA,170947,CERDANYA,"416,356.91","4,701,801.10",1.982612441,42.46403613,11/11/2025 01:10:31 PM,"Horari|Dl., dt., dj. i dv. de 9 a 13 h. Fora d'aquest horari truqueu al 061 Salut Respon. ",POINT (1.9826124410000001 42.46403613)
3622454,Parc Sanitari Sant Joan de Déu,Parc Sanitari Sant Joan de Déu,Salut|Centres sanitaris|5. Centres de salut mental|,"CR PABLO PICASO, 12",cr.,12,8830,SANT BOI DE LLOBREGAT,82009,BAIX LLOBREGAT,"419,141.20","4,578,291.79",2.03340152,41.352067937,11/11/2025 01:10:31 PM,Horari|24 h.,POINT (2.03340152 41.352067937)
3622196,CSMIJ Martorell,CSMIJ Martorell,Salut|Centres sanitaris|5. Centres de salut mental|,"CR PUIG DEL RAVELL, 10",cr.,10,8760,MARTORELL,81141,BAIX LLOBREGAT,"409,390.26","4,592,426.38",1.914739199,41.478325732,11/11/2025 01:10:31 PM,"Horari|Dilluns, dimecres i dijous de 8 a 18 h., dimarts de 8 a 17 h. i divendres de 8 a 15 h.",POINT (1.914739199 41.478325732)
33609076,ASSIR CAP Hostalric,ASSIR CAP Hostalric,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MAJOR, 32",cr.,32,17450,HOSTALRIC,170834,SELVA,"469,906.75","4,621,639.71",2.638068214,41.746008135,11/11/2025 01:10:31 PM,Horari|Gine: dj. de 9 a 14h.,POINT (2.638068214 41.746008135)
3620137,Atenció continuada CAP Ribes de Freser,Atenció continuada CAP Ribes de Freser,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"PS DE GUIMERÀ, 6",ps.,6,17534,RIBES DE FRESER,171450,RIPOLLES,"431,401.23","4,683,918.55",2.167712024,42.304479996,11/11/2025 01:10:31 PM,"Horari|de dl. a dv. de 8 a 20 h., ds. de 9 a 12 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos a l'Hospital de Campdevànol.",POINT (2.167712024 42.304479996)
3621869,CAP Ronda de la Torrassa,CAP Ronda de la Torrassa,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"RD TORRASSA, 151-153",rd.,151-153,8903,L'HOSPITALET DE LLOBREGAT,81017,BARCELONES,"426,632.52","4,580,128.37",2.12272119,41.369326575,11/11/2025 01:10:32 PM,"Horari|De dilluns a divendres de 8 a 20 h, ds. de 9 a 17 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CUAP Pura Fernàndez (obert 24 hores).",POINT (2.12272119 41.369326575)
3619919,Consultori local Vandellòs,Consultori local Vandellòs,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DOCTOR ALFREDO SIMÓN, 2",cr.,2,43891,VANDELLÒS I L'HOSPITALET DE L'INFANT,431628,BAIX CAMP,"317,678.15","4,543,297.95",0.831522789,41.020501399,11/11/2025 01:10:31 PM,"Horari|Dilluns, dimecres, dijous i divendres: 8 a 15h i dimarts: 13 a 20h. Fora d'aquest horari CAP Vandellòs i l'Hospitalet de l'Infant.  Horari d'estiu: del 19/8 al 30/8 només atenció d'infermeria de 8 a 11 h.",POINT (0.8315227890000001 41.020501399)
3620187,Hospital de Dia Infantojuvenil de SM,Hospital de Dia Infantojuvenil de SM,Salut|Centres sanitaris|5. Centres de salut mental|,"CR COMERÇ, 46",cr.,46,43500,TORTOSA,431554,BAIX EBRE,"290,493.11","4,521,492.34",0.515827612,40.81771994,11/11/2025 01:10:31 PM,,POINT (0.515827612 40.81771994)
3620230,CAP Sant Andreu,CAP Sant Andreu,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR REMEI DE DALT, 8-14",cr.,8-14,8240,MANRESA,81136,BAGES,"402,702.15","4,619,986.04",1.830174684,41.725728468,11/11/2025 01:10:32 PM,"Horari|de dl., a dv., de 8 a 20 h.",POINT (1.8301746840000002 41.725728468)
3620110,Unitat Polivalent de Salut Mental de la Fund. Pere Mata Terres de l'Ebre,Unitat Polivalent de Salut Mental de la Fund. Pere Mata Terres de l'Ebre,Salut|Centres sanitaris|5. Centres de salut mental|,"CR AMÈRICA, 15",cr.,15,43870,AMPOSTA,430141,MONTSIA,"295,201.01","4,509,275.89",0.575603082,40.708953782,11/11/2025 01:10:31 PM,,POINT (0.575603082 40.708953782)
9993371,Hospital Sant Joan de Déu d'Esplugues,Hospital Sant Joan de Déu d'Esplugues,Salut|Centres sanitaris|3. Hospitals|,"CR SANT JOAN DE DÉU, 2",cr.,2,8950,ESPLUGUES DE LLOBREGAT,80771,BAIX LLOBREGAT,"4,248.42","45,817.57",2.101116565,41.38383059,11/11/2025 01:10:31 PM,Horari|Urgències i emergències 24 hores.,POINT (2.101116565 41.38383059)
3620558,CAP Canaletes,CAP Canaletes,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"PS HORTA, 17",ps.,17,8290,CERDANYOLA DEL VALLÈS,82665,VALLES OCCIDENTAL,"428,570.74","4,593,249.74",2.144344302,41.487679304,11/11/2025 01:10:32 PM,"Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari, truqueu al  061 Salut Respon o adreceu-vos al CUAP Cerdanyola-Ripollet (obert 24 hores).",POINT (2.144344302 41.487679304)
33580861,ASSIR CAP Móra d'Ebre,ASSIR CAP Móra d'Ebre,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR BENET MESSEGUER, S/N",cr.,S/N,43740,MÓRA D'EBRE,430939,RIBERA D'EBRE,"301,590.75","4,552,059.24",0.637511988,41.095599929,11/11/2025 01:10:31 PM,Horari|Dimecres tarda de 14.30h a 20.00h,POINT (0.6375119880000001 41.095599929)
3621166,Hospital Comarcal del Pallars,Hospital Comarcal del Pallars,Salut|Centres sanitaris|3. Hospitals|,"CR PAU CASALS, 5",cr.,5,25620,TREMP,252347,PALLARS JUSSA,"326,285.31","4,670,190.10",0.89706272,42.164580316,11/11/2025 01:10:31 PM,Horari|Urgències i emergències 24 hores.,POINT (0.8970627200000001 42.164580316)
3621729,CAP Collblanc,CAP Collblanc,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR CREU ROJA, 18",cr.,18,8904,L'HOSPITALET DE LLOBREGAT,81017,BARCELONES,"426,136.89","4,580,651.58",2.116731712,41.373993607,11/11/2025 01:10:32 PM,"Horari|De dilluns a divendres de 8 a 20 h, dissabtes de 9 a 17 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CUAP Pura Fernàndez (obert 24 hores).",POINT (2.116731712 41.373993607)
3620101,Clínica Salus Infirmorum,Clínica Salus Infirmorum,Salut|Centres sanitaris|3. Hospitals|,"AV MOSSÈN LLUÍS CONSTANS, 130",av.,130,17820,BANYOLES,170157,PLA DE L'ESTANY,"480,272.27","4,662,547.17",2.761363899,42.114774328,11/11/2025 01:10:31 PM,"Horari|Atenció d'urgències de 20 a 8 hores, durant el dia cal adreçar-se al CAP Banyoles",POINT (2.761363899 42.114774328)
3621884,Hospital Sociosanitari Hospital General de l'Hospitalet,Hospital Sociosanitari Hospital General de l'Hospitalet,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR JOSEP MOLINS, 29-41",cr.,29-41,8906,L'HOSPITALET DE LLOBREGAT,81017,BARCELONES,"425,300.46","4,580,709.90",2.10672353,41.374441605,11/11/2025 01:10:31 PM,Horari|24 h.,POINT (2.10672353 41.374441605)
3620959,CAP Parets del Vallès,CAP Parets del Vallès,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV DE CATALUNYA, 127",av.,127,8150,PARETS DEL VALLÈS,81593,VALLES ORIENTAL,"435,754.26","4,601,907.72",2.229463513,41.566266238,11/11/2025 01:10:31 PM,Horari|de dilluns a divendres de 8 a 20h. Fora d'aquest horari truqueu al 061 Salut Respon (24h al dia).,POINT (2.229463513 41.566266238)
3620209,CAP Gandesa,CAP Gandesa,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV JOAN PERUCHO, 4",av.,4,43780,GANDESA,430640,TERRA ALTA,"284,914.70","4,548,356.62",0.440423663,41.058038689,11/11/2025 01:10:31 PM,Horari|Dilluns a divendres de 8 a 20 h.  Atenció continuada: De dilluns a divendres de 20 a 8 h.  Caps de setmana i festius 24 h.,POINT (0.440423663 41.058038689)
3620967,Hospital de Sant Celoni,Hospital de Sant Celoni,Salut|Centres sanitaris|3. Hospitals|,"AV DE L'HOSPITAL, 19",av.,19,8470,SANT CELONI,82021,VALLES ORIENTAL,"457,271.35","4,615,234.44",2.486566576,41.687738332,11/11/2025 01:10:31 PM,Horari|Urgències i emergències 24 hores.,POINT (2.486566576 41.687738332)
23770373,CAP Can Roca,CAP Can Roca,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR FÀTIMA, 93",cr.,93,8225,TERRASSA,82798,VALLES OCCIDENTAL,"417,543.12","4,603,716.00",2.010826129,41.580880571,11/11/2025 01:10:31 PM,"Horari|Horari habitual: de dl. a div. de 8 a 20 h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreceu-vos al CAP Terrassa Nord.",POINT (2.010826129 41.580880571)
3622476,Hospital de Mataró,Hospital de Mataró,Salut|Centres sanitaris|3. Hospitals|,"CT CIRERA, S/N",ct.,S/N,8304,MATARÓ,81213,MARESME,"452,472.94","4,600,625.07",2.430070638,41.555882374,11/11/2025 01:10:31 PM,Horari|Urgències i emergències 24 hores.,POINT (2.430070638 41.555882374)
3622707,Hospital Municipal Badalona,Hospital Municipal Badalona,Salut|Centres sanitaris|3. Hospitals|,"CR VIA AUGUSTA, 9-13",cr.,9-13,8911,BADALONA,80155,BARCELONES,"436,996.88","4,589,050.69",2.245711104,41.450566207,11/11/2025 01:10:31 PM,Horari|Urgències i emergències 24 hores.,POINT (2.245711104 41.450566207)
24361080,Consultori local Meranges,Consultori local Meranges,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL CORRAL, S/N",pl.,S/N,17539,MERANGES,170998,CERDANYA,"400,239.21","4,699,982.75",1.786921124,42.445756233,11/11/2025 01:10:31 PM,Horari|Truqueu al 061 Salut Respon. Tancat temporalment per reorganització del servei.,POINT (1.786921124 42.445756233)
3620778,Consultori local Peramola,Consultori local Peramola,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR FEDERIC RIBÓ, S/N",cr.,S/N,25790,PERAMOLA,251654,ALT URGELL,"356,667.85","4,657,657.66",1.267759763,42.057910492,11/11/2025 01:10:31 PM,Horari|Truqueu al 061 Salut Respon,POINT (1.267759763 42.057910492)
21592011,CAP Sant Feliu de Codines - Doctor de los Pinos,CAP Sant Feliu de Codines - Doctor de los Pinos,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR FONTETA, 4",cr.,4,8182,SANT FELIU DE CODINES,82107,VALLES ORIENTAL,"430,359.72","4,615,482.92",2.163190525,41.688076673,11/11/2025 01:10:31 PM,Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari truqueu al 061 Salut Respon.,POINT (2.163190525 41.688076673)
3622679,Consultori local Santa Eulàlia de Riuprimer,Consultori local Santa Eulàlia de Riuprimer,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DEL SOL, 56",cr.,56,8505,SANTA EULÀLIA DE RIUPRIMER,82476,OSONA,"432,755.44","4,640,337.18",2.189158039,41.912122169,11/11/2025 01:10:31 PM,"Horari|dl., dj., i dv., de 8 a 14h., dt., i dc. de 14 a 20 h. Fora d'aquest horari truqueu al 061  CatSalut Respon o adreceu-vos al CUAP de Vic.",POINT (2.189158039 41.912122169)
3620913,Consultori local Llesp,Consultori local Llesp,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR ÚNIC, S/N",cr.,S/N,25526,EL PONT DE SUERT,251734,ALTA RIBAGORÇA,"313,999.58","4,697,315.72",0.739729871,42.405868107,11/11/2025 01:10:31 PM,Horari|Truqueu al 061 Salut Respon,POINT (0.7397298710000001 42.405868107)
