Provincia de residencia	Causas (lista reducida)	Sexo	Edad	Total
Tarragona	050 Meningitis (otras en 003)	Hombres	De 1 a 14 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 15 a 29 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 30 a 39 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 40 a 44 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 45 a 49 años	1
Tarragona	050 Meningitis (otras en 003)	Hombres	De 50 a 54 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 55 a 59 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 60 a 64 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 65 a 69 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 70 a 74 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 75 a 79 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 80 a 84 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 85 a 89 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 90 a 94 años	0
Tarragona	050 Meningitis (otras en 003)	Hombres	De 95 años y más	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	Todas las edades	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	Menores de 1 año	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 1 a 14 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 15 a 29 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 30 a 39 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 40 a 44 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 45 a 49 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 50 a 54 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 55 a 59 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 60 a 64 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 65 a 69 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 70 a 74 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 75 a 79 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 80 a 84 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 85 a 89 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 90 a 94 años	0
Tarragona	050 Meningitis (otras en 003)	Mujeres	De 95 años y más	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	Todas las edades	235
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	Menores de 1 año	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 1 a 14 años	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 15 a 29 años	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 30 a 39 años	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 40 a 44 años	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 45 a 49 años	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 50 a 54 años	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 55 a 59 años	0
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 60 a 64 años	1
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 65 a 69 años	2
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 70 a 74 años	9
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 75 a 79 años	27
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 80 a 84 años	43
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 85 a 89 años	56
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 90 a 94 años	68
Tarragona	051 Enfermedad de Alzheimer	Ambos sexos	De 95 años y más	29
Tarragona	051 Enfermedad de Alzheimer	Hombres	Todas las edades	75
Tarragona	051 Enfermedad de Alzheimer	Hombres	Menores de 1 año	0
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 1 a 14 años	0
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 15 a 29 años	0
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 30 a 39 años	0
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 40 a 44 años	0
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 45 a 49 años	0
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 50 a 54 años	0
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 55 a 59 años	0
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 60 a 64 años	1
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 65 a 69 años	2
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 70 a 74 años	4
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 75 a 79 años	10
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 80 a 84 años	13
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 85 a 89 años	18
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 90 a 94 años	20
Tarragona	051 Enfermedad de Alzheimer	Hombres	De 95 años y más	7
Tarragona	051 Enfermedad de Alzheimer	Mujeres	Todas las edades	160
Tarragona	051 Enfermedad de Alzheimer	Mujeres	Menores de 1 año	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 1 a 14 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 15 a 29 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 30 a 39 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 40 a 44 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 45 a 49 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 50 a 54 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 55 a 59 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 60 a 64 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 65 a 69 años	0
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 70 a 74 años	5
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 75 a 79 años	17
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 80 a 84 años	30
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 85 a 89 años	38
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 90 a 94 años	48
Tarragona	051 Enfermedad de Alzheimer	Mujeres	De 95 años y más	22
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	Todas las edades	228
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	Menores de 1 año	0
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 1 a 14 años	3
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 15 a 29 años	1
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 30 a 39 años	2
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 40 a 44 años	4
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 45 a 49 años	3
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 50 a 54 años	3
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 55 a 59 años	7
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 60 a 64 años	18
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 65 a 69 años	21
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 70 a 74 años	23
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 75 a 79 años	36
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 80 a 84 años	42
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 85 a 89 años	37
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 90 a 94 años	19
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	De 95 años y más	9
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	Todas las edades	128
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	Menores de 1 año	0
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 1 a 14 años	3
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 15 a 29 años	0
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 30 a 39 años	1
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 40 a 44 años	3
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 45 a 49 años	1
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 50 a 54 años	2
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 55 a 59 años	5
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 60 a 64 años	12
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 65 a 69 años	11
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 70 a 74 años	10
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 75 a 79 años	24
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 80 a 84 años	24
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 85 a 89 años	24
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 90 a 94 años	6
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Hombres	De 95 años y más	2
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	Todas las edades	100
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	Menores de 1 año	0
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 1 a 14 años	0
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 15 a 29 años	1
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 30 a 39 años	1
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 40 a 44 años	1
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 45 a 49 años	2
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 50 a 54 años	1
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 55 a 59 años	2
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 60 a 64 años	6
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 65 a 69 años	10
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 70 a 74 años	13
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 75 a 79 años	12
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 80 a 84 años	18
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 85 a 89 años	13
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 90 a 94 años	13
Tarragona	052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos	Mujeres	De 95 años y más	7
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	Todas las edades	1.830
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	Menores de 1 año	0
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 1 a 14 años	0
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 15 a 29 años	1
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 30 a 39 años	5
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 40 a 44 años	5
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 45 a 49 años	17
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 50 a 54 años	34
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 55 a 59 años	51
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 60 a 64 años	58
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 65 a 69 años	104
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 70 a 74 años	132
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 75 a 79 años	170
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 80 a 84 años	230
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 85 a 89 años	365
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 90 a 94 años	408
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Ambos sexos	De 95 años y más	250
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	Todas las edades	901
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	Menores de 1 año	0
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 1 a 14 años	0
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 15 a 29 años	0
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 30 a 39 años	2
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 40 a 44 años	4
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 45 a 49 años	15
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 50 a 54 años	26
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 55 a 59 años	37
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 60 a 64 años	44
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 65 a 69 años	81
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 70 a 74 años	89
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 75 a 79 años	97
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 80 a 84 años	127
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 85 a 89 años	156
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 90 a 94 años	149
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Hombres	De 95 años y más	74
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	Todas las edades	929
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	Menores de 1 año	0
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 1 a 14 años	0
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 15 a 29 años	1
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 30 a 39 años	3
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 40 a 44 años	1
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 45 a 49 años	2
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 50 a 54 años	8
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 55 a 59 años	14
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 60 a 64 años	14
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 65 a 69 años	23
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 70 a 74 años	43
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 75 a 79 años	73
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 80 a 84 años	103
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 85 a 89 años	209
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 90 a 94 años	259
Tarragona	053-061 IX.Enfermedades del sistema circulatorio	Mujeres	De 95 años y más	176
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	Todas las edades	13
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	Menores de 1 año	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 1 a 14 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 15 a 29 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 30 a 39 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 40 a 44 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 45 a 49 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 50 a 54 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 55 a 59 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 60 a 64 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 65 a 69 años	1
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 70 a 74 años	3
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 75 a 79 años	1
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 80 a 84 años	1
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 85 a 89 años	2
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 90 a 94 años	4
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Ambos sexos	De 95 años y más	1
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	Todas las edades	4
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	Menores de 1 año	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 1 a 14 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 15 a 29 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 30 a 39 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 40 a 44 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 45 a 49 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 50 a 54 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 55 a 59 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 60 a 64 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 65 a 69 años	1
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 70 a 74 años	2
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 75 a 79 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 80 a 84 años	1
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 85 a 89 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 90 a 94 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Hombres	De 95 años y más	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	Todas las edades	9
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	Menores de 1 año	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 1 a 14 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 15 a 29 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 30 a 39 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 40 a 44 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 45 a 49 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 50 a 54 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 55 a 59 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 60 a 64 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 65 a 69 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 70 a 74 años	1
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 75 a 79 años	1
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 80 a 84 años	0
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 85 a 89 años	2
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 90 a 94 años	4
Tarragona	053 Enfermedades cardíacas reumáticas crónicas	Mujeres	De 95 años y más	1
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	Todas las edades	268
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	Menores de 1 año	0
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 1 a 14 años	0
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 15 a 29 años	0
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 30 a 39 años	0
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 40 a 44 años	0
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 45 a 49 años	1
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 50 a 54 años	3
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 55 a 59 años	2
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 60 a 64 años	3
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 65 a 69 años	5
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 70 a 74 años	7
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 75 a 79 años	14
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 80 a 84 años	31
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 85 a 89 años	70
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 90 a 94 años	71
Tarragona	054 Enfermedades hipertensivas	Ambos sexos	De 95 años y más	61
Tarragona	054 Enfermedades hipertensivas	Hombres	Todas las edades	103
Tarragona	054 Enfermedades hipertensivas	Hombres	Menores de 1 año	0
Tarragona	054 Enfermedades hipertensivas	Hombres	De 1 a 14 años	0
Tarragona	054 Enfermedades hipertensivas	Hombres	De 15 a 29 años	0
Tarragona	054 Enfermedades hipertensivas	Hombres	De 30 a 39 años	0
Tarragona	054 Enfermedades hipertensivas	Hombres	De 40 a 44 años	0
Tarragona	054 Enfermedades hipertensivas	Hombres	De 45 a 49 años	1
Tarragona	054 Enfermedades hipertensivas	Hombres	De 50 a 54 años	3
Tarragona	054 Enfermedades hipertensivas	Hombres	De 55 a 59 años	1
Tarragona	054 Enfermedades hipertensivas	Hombres	De 60 a 64 años	1
Tarragona	054 Enfermedades hipertensivas	Hombres	De 65 a 69 años	4
Tarragona	054 Enfermedades hipertensivas	Hombres	De 70 a 74 años	5
Tarragona	054 Enfermedades hipertensivas	Hombres	De 75 a 79 años	8
Tarragona	054 Enfermedades hipertensivas	Hombres	De 80 a 84 años	15
Tarragona	054 Enfermedades hipertensivas	Hombres	De 85 a 89 años	28
Tarragona	054 Enfermedades hipertensivas	Hombres	De 90 a 94 años	24
Tarragona	054 Enfermedades hipertensivas	Hombres	De 95 años y más	13
Tarragona	054 Enfermedades hipertensivas	Mujeres	Todas las edades	165
Tarragona	054 Enfermedades hipertensivas	Mujeres	Menores de 1 año	0
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 1 a 14 años	0
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 15 a 29 años	0
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 30 a 39 años	0
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 40 a 44 años	0
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 45 a 49 años	0
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 50 a 54 años	0
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 55 a 59 años	1
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 60 a 64 años	2
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 65 a 69 años	1
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 70 a 74 años	2
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 75 a 79 años	6
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 80 a 84 años	16
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 85 a 89 años	42
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 90 a 94 años	47
Tarragona	054 Enfermedades hipertensivas	Mujeres	De 95 años y más	48
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	Todas las edades	187
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	Menores de 1 año	0
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 1 a 14 años	0
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 15 a 29 años	0
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 30 a 39 años	1
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 40 a 44 años	3
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 45 a 49 años	4
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 50 a 54 años	5
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 55 a 59 años	16
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 60 a 64 años	16
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 65 a 69 años	18
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 70 a 74 años	23
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 75 a 79 años	17
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 80 a 84 años	21
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 85 a 89 años	29
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 90 a 94 años	22
Tarragona	055 Infarto agudo de miocardio	Ambos sexos	De 95 años y más	12
Tarragona	055 Infarto agudo de miocardio	Hombres	Todas las edades	122
Tarragona	055 Infarto agudo de miocardio	Hombres	Menores de 1 año	0
Tarragona	055 Infarto agudo de miocardio	Hombres	De 1 a 14 años	0
Tarragona	055 Infarto agudo de miocardio	Hombres	De 15 a 29 años	0
Tarragona	055 Infarto agudo de miocardio	Hombres	De 30 a 39 años	1
Tarragona	055 Infarto agudo de miocardio	Hombres	De 40 a 44 años	2
Tarragona	055 Infarto agudo de miocardio	Hombres	De 45 a 49 años	4
Tarragona	055 Infarto agudo de miocardio	Hombres	De 50 a 54 años	4
Tarragona	055 Infarto agudo de miocardio	Hombres	De 55 a 59 años	14
Tarragona	055 Infarto agudo de miocardio	Hombres	De 60 a 64 años	12
Tarragona	055 Infarto agudo de miocardio	Hombres	De 65 a 69 años	14
